text,risk_level,risk_label
"BLACK SALT, Milk solids, Cocoa Butter, Refined Wheat flour (Maida), EDIBLE SALT, Acidity Regulators (330, 331()), preservatives (280, 281 & 200], Jaggery, sugar, Fruit And Vegetable Extracts",4,Concerning
Milk solids,1,Very Safe
"refined soyabean oil, BENGAL GRAM DAL, Liquid Glucose, INVERT SUGAR SYRUP",3,Moderate
"REFINED WHEAT FLOUR, Water, Spices And Condiments, YEAST",3,Moderate
Preservative (211),4,Concerning
"Salt, sugar, SUNFLOWER OIL, Edible Common salt, Cocoa Solids, SUGAR",2,Safe
"Edible Salt, SUGAR",2,Safe
"Edible Vegetable Oils (Palm), Dehydrated Vegetables (carrot, parsley), Sugar, WHEAT GLUTEN, milk solids, ALMOND",2,Safe
WHOLE WHEAT FLOUR,1,Very Safe
Palm Oil; sugar; CLASS II PRESERVATIVE (INS-211); HYDROGENATED VEGETABLE FAT; Artificial Flavouring Substances Ethyl Vanillin; Flavour Enhancers (Ins 627&Ins 631).; MAIZE STARCH; Wheat Flour; edible vegetable oil (palm); Wheat Flour (Maida); sunflower oil; Sugar,5,High Risk
"COCOA SOLIDS, ORANGE JUICE, NATURAL SPICE EXTRACTS, COCOA SOLIDS",1,Very Safe
"Refined Wheat Flour (53%), acidity regulators (5000), 5010))&170(0)), Mixed Fruit, Antioxidant (Ins 307B), Synthetic Food Colour-124, Soy Sauce Powder (soybean, wheat, salt), SUGAR",5,High Risk
Ferrous Citrate,1,Very Safe
"Artificial Flavoring Substance., EMULSIFYING STABILIZING AGENTS (INS 414, INS 331, INS 415), LEAVENING AGENT, cocoa solids, SYNTHETIC FOOD COLOUR (INS-122)(INS-124), Milk Solids, SWEETENERS( 951, 950), REFINED WHEAT FLOUR (MAIDA), EDIBLE COMMON SALT, REFINED PALMOLEIN, Potassium Carbonate (Acidity Regulator, E501(I)), MALTODEX- TRIN",5,High Risk
"WHOLE WHEAT FLOUR, DEHYDRATED VEGETABLES (CARROT, PARSLEY)",1,Very Safe
"Butter, Hydrogenated Vegetable Oil",2,Safe
"wheat flour (maida), Palm Oil, Salt, WHEAT GLUTEN, Refined Wheat Flour (53%), Orange Fruit Powder",3,Moderate
"refined palm oil, cocoa solids, mixed spices, refined wheat flour (53%)",3,Moderate
"Carbonated Water, FERROUS CITRATE, organic whole wheat flour",1,Very Safe
lodized Salt,2,Safe
"REFINED WHEAT FLOUR, Palm Oil, edible vegetable oil (palm), REFINED PALMOLEIN OIL, WATER, REFINED WHEAT FLOUR (53%)",3,Moderate
"Invert Syrup, Invert Syrup, Palmolein",3,Moderate
ARTIFICIAL SWEETENERS; Edible Common Salt; Maltitol (965); Refined sugar,5,High Risk
"Refined Soyabean Oil, Sugar",3,Moderate
"sugar, refined wheat flour (maida), Common Salt, SYNTHETIC FOOD COLOURS (110, 102)",5,High Risk
"Jaggery, water, Tricalcium Phosphate",1,Very Safe
"Edible Common Salt | MILK SOLIDS | EMULSIFIERS (322,412,472e,471) | emulsifier ((471),460())",4,Concerning
acidity regulator (ins 330).,4,Concerning
"Wheat Gluten, COCOA SOLIDS",1,Very Safe
"SUGAR, edible vegetable oil (soyabean, palmolein), SPICES AND CONDIMENTS, refined wheat flour (53%), potassium carbonate (acidity regulator, e501(i)), ARTIFICIAL FLAVOURIN SUBSTANCES",5,High Risk
edible palm oil; LIQUID GLUCOSE; PALMOLEIN; ARTIFICIAL FLAVOURING SUBSTANCES ETHYL VANILLIN; Organic Whole Millets Flour; synthetic food colour (ins-122)(ins-124); Anticaking Agent(Ins 554),5,High Risk
"EDIBLE COMMON SALT, acidity regulator (330), Acidity Regulators (330, 331()), added orange flavour, FLAVOURING SUBSTANCES-CHOCOLATE",4,Concerning
black salt,1,Very Safe
"Sugar, Sugar, Wheat Flour, sodium polyphosphate (emulsifying agent, e452(i)), Invert Syrup, Emulsifier (Soya Lecithin), flavour enhancer (635), LIQUID GLUCOSE, ARTIFICIAL FLAVOURING SUBSTANCES-VANILLA, CHOCOLATE, refined palm oil",5,High Risk
"Palmolein, liquid glucose, colour(s) (ins 150c, ins 150d), Edible starch",4,Concerning
"asafoetida, Edible Starch, WHEAT BRAN, SALT, Acidity Regulator (260), Antioxidant (INS 307b), Antioxidant (300)., gluten, EMULSIFIER (INS 322), stabilizer (407), Refined Soyabean Oil",4,Concerning
"ACIDITY REGULATORS (338, 331, 330), organic whole millets flour, sweetener (955)., Sugar, REFINED SUGAR, Class Ii Preservative (Ins-211)",5,High Risk
"Preservative-211, Milk Solids, YEAST, refined soyabean oil, Stabilizer (E 440), Artificial Flavoring Substance., Refined Wheat Flour (53%)",5,High Risk
"Edible Vegetable Oil (Palmolein Oil), edible starch, sugar, BUTTER, EDIBLE VEGETABLE OILS (PALM)",2,Safe
"Artificial Sweeteners, Cinnamon, Apple Acidity Regulator 330, Acidity Regular (INS-330), FLAVOUR ENHANCER (635), ACIDITY REGULATOR (CITRIC ACID), LIQUID GLUCOSE, CEREAL PRODUCTS, SUGAR, orange fruit powder",5,High Risk
"Potassium Carbonate (Acidity Regulator, E501(i)); refined wheat flour (maida); COCOA SOLIDS; COLOUR(S) (INS 150c, INS 150d); SYNTHETIC FOOD COLOUR (INS 133); SYNTHETIC FOOD COLOURS",5,High Risk
"sugar, Sugar, Edible Vegetable Oil (Mustard Oil)",2,Safe
"Refined Wheat flour (Maida), REFINED SUGAR, LIQUID GLUCOSE",3,Moderate
palmolein | Invert Syrup | Hydrogenated vegetable fat | Emulsifier (Soya lecithin) | Mixed Fruit | REFINED PALM OIL | Wheat flour (Maida) | Refined Wheat flour (Maida),4,Concerning
edible common salt,2,Safe
"SUGAR, NATURAL SPICE OILS, Red Chilli Powder, RAGI FLOUR, HYDROGENATED VEGETABLE FAT",2,Safe
Wheat Gluten,1,Very Safe
flax & sesame seeds; cocoa solids; FERROUS CITRATE; SUGAR; REFINED WHEAT FLOUR; acidity regulator (ins 330).,4,Concerning
"SPICES, WATER",1,Very Safe
"Refined Palm Oil, NATURAL SPICE OILS, iodized salt, CEREAL PRODUCTS",3,Moderate
"Dry Fruits Powder; flour; edible palm oil; REFINED WHEAT FLOUR; Flavour Enhancers E627 E631; Refined Wheat Flour (Maida); Butter; raising agents [503(ii),500(ii)]; Sugar; ANTIOXIDANT (INS 320); palm oil",5,High Risk
ANTIOXIDANT,4,Concerning
"FRUIT AND VEGETABLE EXTRACTS, soya flour, Anticidant [300]",4,Concerning
"corn flour, rice flakes, ACIDITY REGULATORS (330&500()), Refined Wheat Flour (53%), Synthetic Food Colour (Ins 133), Iodized Salt",5,High Risk
Invert Syrup | Spices | ALMOND | sugar | Edible Common Salt | DOUGH CONDITIONER (223) | Preservative (282) | WHEAT GLUTEN | sweetener (960) | ARTIFICIAL FLAVOURING SUBSTANCES ETHYL VANILLIN,5,High Risk
"RAISING AGENTS [503 (II), 500 (II) ), Sugar, palm oil, Refined Soyabean Oil, Emulsifier ((471),460()), acidity regulator (ins 330), REFINED WHEAT FLOUR, Cinnamon, LEAVENING AGENT (INS 500 {I}), milk solids, wheat flour, REFINED WHEAT FLOUR",4,Concerning
"Edible Common Salt, wheat flour, SUGAR, Mineral (Zinc B, Vitamin E (Acetate), Sugar",2,Safe
"Salt, ANTICAKING AGENT (INS 551), Refined Wheat Flour, SUGAR, Leavening agents ((5000), 503))",4,Concerning
Refined Palm Oil,3,Moderate
NATURAL COLOUR (150D),4,Concerning
"SUGAR; Raising Agents [503(Ii),500(Ii)]; Refined Sugar; Edible Vegetable Fat",4,Concerning
"butter, BUTTER, Yeast, Salt, SOYA FLOUR",2,Safe
"Liquid glucose, Sugar, PALMOLEIN",3,Moderate
"Flavour Enhancer (635), Edible Common Salt, LIQUID GLUCOSE, refined palm oil, Corn Flour, Acidity regulator (339(1))",5,High Risk
"SUGAR, INVERT SYRUP, acidity regulator (ins 330), Sugar, NATURAL ESSENTIAL OILS, Artificial Flavouring Substances Ethyl Vanillin, refined palmolein oil, milk solids, Thickener (508), MALTODEX- TRIN",5,High Risk
"gluten, Toned Milk Dahi",1,Very Safe
Liquid glucose; Refined Wheat Flour; Vitamin B1 (The chloride hydrochloride); Refined Palmolein oil,3,Moderate
"Refined Wheat Flour (Maida), refined wheat flour (53%), edible vegetable oils (palm), RED CHILLI POWDER",3,Moderate
"artificial flavourin substances, EDIBLE COMMON SALT, HYDROGENATED VEGETABLE FAT, REFINED WHEAT FLOUR (MAIDA), SYNTHETIC FOOD COLOURS (E102 & E133), edible vegetable oil (soyabean, palmolein), sugar",5,High Risk
"Wheat Gluten; emulsifier ((471),460()); Corn Flour; ARTIFICIAL FLAVORING SUBSTANCE.; edible vegetable oil (palm); common salt; REFINED PALM OIL",5,High Risk
"INVERT SYRUP, EDIBLE VEGETABLE OIL, edible common salt",3,Moderate
"EDIBLE VEGETABLE OIL (PALM), Added Orange Flavour, REFINED SOYABEAN OIL, EMULSIFIER ((471),460()), Refined Palm Oil, ANTIOXIDANT (INS 307B)",4,Concerning
"sugar, soya flour, hydrogenated vegetable oil, Lodized Salt, sugar",2,Safe
ANTICAKING AGENT(INS 554),4,Concerning
"Nature Identical Flavouring Substances Chocolate, NOODLE POWDER, Edible starch",2,Safe
Antioxidant (INS 300).,4,Concerning
"REFINED WHEAT FLOUR (MAIDA), SOY SAUCE POWDER (SOYBEAN, WHEAT, SALT), sugar, Edible Common Salt, refined soyabean oil, sesame seeds",3,Moderate
STABILIZER (407); wheat flour; Rolled Oats; preservative-211; ADDED FLAVOUR SUBSTANCES; COCOA BUTTER; Almond; edible palm oil; orange juice; Flavour Enhancers E627 E631; Antioxidant(E300); Invert Syrup,5,High Risk
"Common Salt, REFINED WHEAT FLOUR, Orange Juice, Edible Common Salt, LIQUID GLUCOSE, BENGAL GRAM, RAISING AGENTS [503(II),500(II)], Milk Solids",4,Concerning
"EDIBLE COMMON SALT, EDIBLE COMMON SALT, Rock Salt, cinnamon, WHEAT GLUTEN",2,Safe
"ACIDITY REGULATORS (338, 331, 330); FLOUR; Antioxidant",4,Concerning
"Refined Soyabean Oil, refined palm oil, sugar, Sugar",3,Moderate
red chilli powder; liquid glucose; artificial flavoring substance.; Stabilizer (407); WHEAT GLUTEN; sugar; REFINED PALMOLEIN; milk; SYNTHETIC FOOD COLOUR-124; Refined Palmolein Oil; Refined Wheat flour (Maida),5,High Risk
"fruit juice powder, MIXED SPICES, artificial flavourin substances, EMULS 472e, 481 (1)",5,High Risk
"REFINED PALM OIL, Cinnamon, CHOCO CREAM, refined wheat flour (maida), EDIBLE COMMON SALT",3,Moderate
"EDIBLE VEGETABLE FAT, water, MIXED SPICES, RICE FLOUR, OATS",2,Safe
"Acidity Regulator (INS 260), palmolein, ANTIOXIDANT (INS 322(1)), COCOA SOLIDS, SODIUM HYDROGEN CARBONATE (RAISING AGENT, E500 (II)), ACIDITY REGULATOR (INS 330), sugar, EDIBLE VEGETABLE FAT, Mixed Spices, SALT, Soy Sauce Powder (soybean, wheat, salt)",4,Concerning
"MALTODEX- TRIN, EMULSIFIERS (E322, E476)., Emulsifiers (322,412,472E,471), Refined Wheat Flour (Maida), Refined Palm Oil, sugar, acidity regulator (ins-330), butter, ARTIFICIAL SWEETENERS, EDIBLE COMMON SALT, REFINED WHEAT FLOUR (53%), Acidity Regulator (INS 260)",5,High Risk
ARTIFICIAL FLAVOURIN SUBSTANCES | Edible Common Salt | Ferrous Citrate | Natural Colour (160A (I)) | refined palm oil | refined soyabean oil,5,High Risk
"EDIBLE VEGETABLE OILS (PALM), Edible Vegetable Oil (Palm Oil), Salt",2,Safe
WATER,1,Very Safe
"water, jaggery, Cocoa Solids, Orange Juice, Bengal Gram",1,Very Safe
"liquid glucose, Tomato Powder, MALT EXTRACT, COCOA SOLIDS",3,Moderate
"Artificial Flavouring Substances-Vanilla, Chocolate; Refined Wheat Flour; Nature Identical Flavouring Substances Chocolate; Yeast; ARTIFICIAL SWEETENERS; SUGAR; synthetic food colours; REFINED PALM OIL; Wheat flour (Maida); Sugar; Antioxidant (Ins 320); Emulsifier ((471),460())",5,High Risk
"refined wheat flour, edible salt, EDIBLE COMMON SALT, Sugar",3,Moderate
"Edible Common Salt; APPLE ACIDITY REGULATOR 330; RAISING NTS (INS 503(ii), INS 500(ii), INS 450(i)), COCOA SOLIDS (0.7%); ORANGE FRUIT POWDER; RICE FLAKES; Refined Wheat Flour; refined wheat flour; Acidity Regulator (INS 330).",4,Concerning
Class II Preservatives (E282),4,Concerning
"Edible Common Salt, orange juice, EDIBLE VEGETABLE OIL (PALM OIL), WHEAT FLOUR, cocoa solids, Maltodex- Trin",2,Safe
"BENGAL GRAM, noodle powder",1,Very Safe
Mixed spices,1,Very Safe
"Raising Agents [503 (Ii), 500 (Ii) ) | edible starch | Hydrogenated vegetable fat | Hydrogenated Vegetable Fat | EMULSIFIER | RAISING AGENTS[503(II),500 (II),450(1)] | sugar",4,Concerning
"Emulsifiers (Ins 322(1), Ins 471). | SYNTHETIC FOOD COLOURS | Stabilisers (415, 466, 1400), | mineral (calcium carbonate) | palmolien oil | refined palmolein | Sodium Benzoate (INS 211). | REFINED WHEAT FLOUR (MAIDA) | refined wheat flour (maida) | thickener (508) | ARTIFICIAL FLAVOURING SUBSTANCES-VANILLA, CHOCOLATE | edible vegetable oil (palmolein oil)",5,High Risk
"SALT, natural spice extracts",2,Safe
"hydrogenated vegetable fat, SUGAR, NATURAL SPICE OILS, SPICES & CONDIMENTS, Toned Milk Dahi",2,Safe
"Refined Wheat Flour (Maida), raising agents [503 (ii), 500 (ii) ), Liquid glucose",4,Concerning
"MILK SOLIDS, CARBONATED WATER, NATURAL ESSENTIAL OILS, spices & condiments",1,Very Safe
"EDIBLE VEGETABLE OIL (PALM), SUGAR, SUGAR, Salt, WHEAT FLOUR",2,Safe
"Emuls 472E, 481 (1); synthetic food colour (ins-122)(ins-124); acidity regulators (330&500()); ACIDITY REGULATOR (INS 330); Purified Water; Common Salt; ACIDITY REGULATOR (CITRIC ACID); LIQUID GLUCOSE",5,High Risk
flavour enhancers (ins 627&ins 631). | WATER | REFINED WHEAT FLOUR (53%) | WHOLE WHEAT FLOUR | natural colour (160a (i)) | corn flour,5,High Risk
"choco cream, SUGAR, sugar, Sugar, sugar, Cinnamon",2,Safe
"palm oil, maltodex- trin, Black Salt, Milk solids, Purified Water",3,Moderate
"BUTTER, Palmolein, ANTIOXIDANT (INS 307B), IMPROVER [BLEND OF ANTIOXIDANT 300, ANTICAKING AGENT 170(I) & FLOUR IMPROVER 1100], refined wheat flour, MALTODEXTRIN",4,Concerning
"Sugar, ARTIFICIAL FLAVOUR SUBSTANCES (ROSE), Refined Palm Oil",5,High Risk
"palm oil, SODIUM BENZOATE (INS 211)., PALM OIL, Corn Flour, SUGAR, added orange flavour, palm oil, emulsifying stabilizing agents (ins 414, ins 331, ins 415)",5,High Risk
Edible Common Salt,2,Safe
"EMULSIFIERS (E322, E476)., cocoa solids, SUGAR",4,Concerning
"Edible Vegetable Oil, Potassium Chloride (Gelling Agent, E508), Sugar, ARTIFICIAL FLAVOURING SUBSTANCES ETHYL VANILLIN, Edible Common Salt",5,High Risk
"orange juice, Flavouring Substances, Milk Solids, SUGAR, Flour Treatment Agent (1100), bengal gram dal, ORANGE JUICE CONCENTRATE, Anticaking Agent (Ins 551)",4,Concerning
"cocoa solids, cocoa solids, Organic Whole Millets Flour, Mineral (Calcium Carbonate), WHOLE WHEAT, SUNFLOWER OIL",1,Very Safe
"REFINED WHEAT FLOUR | ARTIFICIAL FLAVOURING SUBSTANCES-VANILLA, CHOCOLATE | liquid glucose | leavening agents ((5000), 503)) | Acidity Regulator (Ins 330) | SOYA FLOUR | Refined Palmolein Oil | Edible Common Salt | NATURAL COLOUR (160A (I))",5,High Risk
"Edible Common Sequestrant (339(1)); maltodex- trin; Acidity Regulators (330, 331()); SUGAR; palm oil; SYNTHETIC FOOD COLOURS; edible vegetable oil (palmolein oil); WHOLE WHEAT FLOUR(ATTA); Palm oil",5,High Risk
WHOLE WHEAT FLOUR(ATTA) | EDIBLE PALM OIL | refined palm oil | natural colour (150d),4,Concerning
"salt, SUGAR, Orange Juice, Purified Water, SUGAR, Mixed Fruit",2,Safe
"Refined Wheat Flour (Maida), Mineral (Calcium Carbonate), REFINED WHEAT FLOUR (53%), WATER",3,Moderate
"Wheat Flour, FOOD COLOURS (171, 110, 102),, class ii preservative, refined wheat flour (maida), REFINED PALMOLEIN, artificial flavoring substance., Acidity Regulator (330), refined palmolein",5,High Risk
WATER | Artificial Flavoring Substance. | vitamins | CLASS II PRESERVATIVE,5,High Risk
"palmolein | Emulsifiers (322,412,472E,471) | REFINED PALMOLEIN OIL | Edible Common Salt | CLASS II PRESERVATIVE",4,Concerning
Edible Palm Oil | improvers[170(1) 510] | SODIUM BENZOATE (INS 211).,5,High Risk
"potassium carbonate (acidity regulator, e501(i)), ADDED FLAVOUR (NATURAL FLAVOURING SUBSTANCES, SALT, Humectant (4510), palm oil, Fruit And Vegetable Extracts, Antioxidant (300)., WHEAT GLUTEN",4,Concerning
INVERT SYRUP; MINERAL (CALCIUM CARBONATE); Refined Palm Oil; Palmolein; REFINED WHEAT FLOUR (MAIDA),3,Moderate
"Edible Vegetable Oil (Palmolein Oil), BUTTER, SESAME SEEDS, SUNFLOWER OIL",2,Safe
"Natural Colour (160A (I)), edible palm oil, Artificial Flavouring Substances-Vanilla, Chocolate, colour (ins 150d), Choco Cream, Palm oil, Spices & Condiments, CLASS II PRESERVATIVE, Edible Common Salt, RAISING AGENTS [503(ii),500(ii)], Anticidant [300]",5,High Risk
"REFINED WHEAT FLOUR (53%), sugar, invert sugar syrup, PALM OIL",3,Moderate
"Emulsifiers (322,472E,471); wheat gluten; Sugar; Emulsifiers (Ins 322(1), Ins 471).; artificial sweeteners; WATER; nature identical flavouring substances chocolate",5,High Risk
"Leavening Agent, artificial flavourin substances, Maltitol (965), Raising Agents [503 (Ii), 500 (Ii) ), MALT EXTRACT, Liquid Glucose, REFINED PALMOLEIN OIL, WHEAT FLOUR, Antioxidant (300)., WHEAT FLOUR, Artificial Flavour Substances (Rose)",5,High Risk
Palmolein | refined wheat flour | Sugar | Spices And Condiments | wheat gluten | LIQUID GLUCOSE,3,Moderate
Synthetic Food Colour (Ins 133),5,High Risk
MILK SOLIDS; Mixed Spices; Refined Wheat Flour; REFINED WHEAT FLOUR (53%),3,Moderate
"PALMOLIEN OIL, ferrous citrate, FLAX & SESAME SEEDS",2,Safe
wheat gluten | Preservative (211) | Palm oil | caffeine | Edible Common salt | Cocoa solids | stabilizer (INS 170) | Salt | Refined Palm Oil | INVERT SYRUP,4,Concerning
"NATURE IDENTICAL FLAVOURING SUBSTANCES CHOCOLATE, Salt, Dough Conditioner (223), NATURE IDENTICAL FLAVOURING SUBSTANCES CHOCOLATE, SUGAR, flavour enhancers (ins 627&ins 631)., Sodium Benzoate (INS 211)., FLAVOURING SUBSTANCES-CHOCOLATE, COLD PRESSED COCONUT OIL, ADDED FLAVOUR SUBSTANCES, Soya Flour",5,High Risk
Sweetener (960),5,High Risk
"orange juice concentrate, Tomato Powder, water",2,Safe
"Rock Salt, SYNTHETIC FOOD COLOURS (110, 102), Refined Palm Oil, Antioxidant (Ins 307B)",5,High Risk
"vitamins, Acidity Regulator (330), REFINED PALMOLEIN, Palm oil",4,Concerning
"LEAVENING AGENT; Sugar; EDIBLE VEGETABLE OIL (SOYABEAN, PALMOLEIN); Invert Sugar Syrup; EDIBLE VEGETABLE OIL (MUSTARD OIL); peanut; LIQUID GLUCOSE; MALT EXTRACT; Sodium Polyphosphate (Emulsifying Agent, E452(I)); INVERT SUGAR SYRUP; emulsifier (ins 322)",4,Concerning
palm oil; WATER; sugar; Refined Wheat Flour; nature identical flavouring substances chocolate; Sugar; ADDED FLAVOUR (NATURAL FLAVOURING SUBSTANCES; Edible vegetable oil (Palm oil); dough conditioner (223),4,Concerning
"INVERT SYRUP, RAGI FLOUR, Spices & Condiments, turmeric powder",3,Moderate
"milk solids, RICE FLOUR, WHEAT GLUTEN, Wheat gluten, Rice Flour",1,Very Safe
"SALT, Spices, milk",2,Safe
"REFINED WHEAT FLOUR, Refined Wheat Flour, dehydrated vegetables (carrot, parsley), refined palmolein",3,Moderate
"refined wheat flour (53%), Cold Pressed Coconut Oil, ACIDITY REGULATORS (338, 331, 330), EMULSIFIER, MILK SOLIDS, FLAVOURING SUBSTANCE, Refined sugar",4,Concerning
"Wheat Bran, DOUBLE TONED MILK, peas, mixed spices, Water",1,Very Safe
Acidity regulators (330&500()),4,Concerning
"MINERAL (CALCIUM CARBONATE), Vitamin B2 (Riboflavin), WATER",1,Very Safe
"edible common salt, Sunflower Oil, MILK SOLIDS",2,Safe
"LIQUID GLUCOSE | Edible Common Salt | palmolein | RAISING AGENTS [503 (ii), 500 (ii) ) | CAFFEINE | REFINED WHEAT FLOUR (53%) | butter | RAGI FLOUR | Colour(S) (Ins 150C, Ins 150D) | Preservative (282) | Edible Vegetable Oil (Soyabean, Palmolein) | invert syrup",4,Concerning
"INVERT SYRUP, Wheat Gluten",3,Moderate
"MIXED FRUIT, ACIDITY REGULATORS (330, 331()), WHEAT GLUTEN, Refined Palmolein, CLASS II PRESERVATIVE, INVERT SYRUP, SUGAR, Artificial Flavourin Substances, Leavening Agents ((5000), 503)), Thickeners (508 & 412), Hydrogenated vegetable fats",5,High Risk
SALT,2,Safe
"EDIBLE VEGETABLE OIL (PALM), SUGAR, water",2,Safe
elaichi flavour; wheat flour; Acidity Regulator (INS 260),4,Concerning
"BUTTER, refined soyabean oil, Maltodex- Trin, SYNTHETIC FOOD COLOURS (E102 & E133), Nature Identical Flavouring Substances Chocolate, antioxidant, Acidity Regular (Ins-330), WATER",5,High Risk
ROCK SALT,1,Very Safe
"LIQUID GLUCOSE | artificial sweeteners | Rock Salt | sweeteners( 951, 950)",5,High Risk
"sweetener (955)., Jaggery, Red Chilli Powder",5,High Risk
SOYA FLOUR,2,Safe
LIQUID GLUCOSE,3,Moderate
"REFINED PALMOLEIN, Organic Whole Millets Flour, refined sugar, Cocoa Solids",3,Moderate
"refined sugar, carbonated water, Anticaking Agent (INS 551), Refined sugar, Artificial Flavouring Substance Vanilla And Milk, REFINED PALM OIL, SOYA FLOUR, WHEAT FLOUR",5,High Risk
"refined palmolein, corn flour, Common Salt, natural essential oils",3,Moderate
"raising agents [503 (ii), 500 (ii) ) | CHOCO CREAM | sugar | edible vegetable fat | Artificial flavoring substance. | ACIDITY REGULATOR (INS-330) | wheat flour | class ii preservative | EMULSIFIER (INS 322) | Sugar | wheat flour (maida) | Refined Wheat Flour",5,High Risk
"PRESERVATIVES (280, 281 & 200]",4,Concerning
"SYNTHETIC FOOD COLOURS, organic whole wheat flour, sweetener (960), SALT, Rolled Oats, Acidity Regulator (Ins 330), Palmolien Oil, refined palm oil, Tertiary Butylhydroquinone (Antioxidant, E319)",5,High Risk
"refined palm oil, Water, NATURAL FOOD COLOUR (150), Sugar",3,Moderate
Tomato Powder | Edible starch | edible salt | Refined Wheat Flour | antioxidant (ins 320) | Rock Salt | Antioxidant (Ins 320) | refined palm oil,5,High Risk
APPLE ACIDITY REGULATOR 330; ARTIFICIAL FLAVORING SUBSTANCE.; Nature Identical Flavouring Substances Chocolate,5,High Risk
